event_id,customer_id,event_date,event_type,channel
E00504,C0068,2026-05-04,SEARCH,EMAIL
E00505,C0021,2026-05-06,SEARCH,MOBILE
E00506,C0006,2026-06-28,LOGIN,EMAIL
E00507,C0112,2026-02-23,PRODUCT_VIEW,WEB
E00508,C0112,2026-07-04,PRODUCT_VIEW,EMAIL
E00509,C0007,2026-04-25,LOGIN,MOBILE
E00510,C0094,2026-04-18,LOGIN,EMAIL
E00511,C0024,2026-07-11,PRODUCT_VIEW,WEB
E00512,C0001,2026-03-04,LOGIN,WEB
E00513,C0059,2026-04-05,CART,EMAIL
E00514,C0104,2026-08-09,SEARCH,MOBILE
E00515,C0031,2026-06-16,SEARCH,EMAIL
E00516,C0061,2026-04-16,CART,MOBILE
E00517,C0011,2026-03-10,SEARCH,WEB
E00518,C0032,2026-03-23,LOGIN,EMAIL
E00519,C0081,2026-03-21,PRODUCT_VIEW,WEB
E00520,C0024,2026-07-04,PAGE_VIEW,EMAIL
E00521,C0045,2026-08-01,PRODUCT_VIEW,WEB
E00522,C0086,2026-03-16,SEARCH,MOBILE
E00523,C0043,2026-07-19,PAGE_VIEW,WEB
E00524,C0054,2026-06-26,PRODUCT_VIEW,EMAIL
E00525,C0037,2026-03-07,SEARCH,EMAIL
E00526,C0101,2026-03-20,PRODUCT_VIEW,MOBILE
E00527,C0096,2026-03-15,LOGIN,WEB
E00528,C0012,2026-05-26,LOGIN,MOBILE
E00529,C0115,2026-05-05,PAGE_VIEW,MOBILE
E00530,C0108,2026-03-23,PAGE_VIEW,MOBILE
E00531,C0061,2026-07-07,PAGE_VIEW,EMAIL
E00532,C0111,2026-06-01,LOGIN,EMAIL
E00533,C0053,2026-03-29,PRODUCT_VIEW,EMAIL
E00534,C0027,2026-03-07,PAGE_VIEW,WEB
E00535,C0074,2026-03-02,SEARCH,WEB
E00536,C0062,2026-02-15,SEARCH,EMAIL
E00537,C0037,2026-04-23,SEARCH,MOBILE
E00538,C0034,2026-03-29,SEARCH,EMAIL
E00539,C0046,2026-07-08,SEARCH,EMAIL
E00540,C0064,2026-03-30,CART,MOBILE
E00541,C0104,2026-06-25,SEARCH,WEB
E00542,C0091,2026-05-28,PRODUCT_VIEW,WEB
E00543,C0016,2026-08-04,CART,EMAIL
E00544,C0102,2026-07-11,PRODUCT_VIEW,EMAIL
E00545,C0054,2026-04-27,PAGE_VIEW,MOBILE
E00546,C0045,2026-03-20,PRODUCT_VIEW,WEB
E00547,C0082,2026-06-20,LOGIN,MOBILE
E00548,C0102,2026-07-24,LOGIN,MOBILE
E00549,C0065,2026-03-23,LOGIN,WEB
E00550,C0015,2026-02-16,LOGIN,MOBILE
E00551,C0051,2026-03-18,SEARCH,WEB
E00552,C0107,2026-06-27,PRODUCT_VIEW,MOBILE
E00553,C0107,2026-05-16,CART,MOBILE
E00554,C0103,2026-08-01,PRODUCT_VIEW,MOBILE
E00555,C0020,2026-03-03,CART,EMAIL
E00556,C0115,2026-05-17,CART,MOBILE
E00557,C0119,2026-07-27,SEARCH,MOBILE
E00558,C0073,2026-02-18,LOGIN,EMAIL
E00559,C0069,2026-08-06,PRODUCT_VIEW,EMAIL
E00560,C0088,2026-05-18,LOGIN,WEB
E00561,C0020,2026-05-31,PAGE_VIEW,MOBILE
E00562,C0049,2026-03-03,SEARCH,WEB
E00563,C0074,2026-03-08,CART,WEB
E00564,C0077,2026-07-12,LOGIN,EMAIL
E00565,C0110,2026-05-22,PAGE_VIEW,MOBILE
E00566,C0053,2026-07-19,CART,WEB
E00567,C0048,2026-04-17,LOGIN,WEB
E00568,C0068,2026-05-25,PRODUCT_VIEW,WEB
E00569,C0048,2026-08-01,PRODUCT_VIEW,WEB
E00570,C0057,2026-04-03,PAGE_VIEW,MOBILE
E00571,C0116,2026-04-04,PRODUCT_VIEW,WEB
E00572,C0044,2026-04-09,SEARCH,MOBILE
E00573,C0100,2026-05-19,PRODUCT_VIEW,WEB
E00574,C0106,2026-03-31,PRODUCT_VIEW,WEB
E00575,C0093,2026-08-01,CART,MOBILE
E00576,C0092,2026-03-30,PAGE_VIEW,WEB
E00577,C0040,2026-07-30,SEARCH,WEB
E00578,C0043,2026-04-13,PAGE_VIEW,WEB
E00579,C0067,2026-02-23,LOGIN,WEB
E00580,C0074,2026-05-23,PRODUCT_VIEW,MOBILE
E00581,C0026,2026-06-22,LOGIN,MOBILE
E00582,C0069,2026-05-21,CART,EMAIL
E00583,C0016,2026-06-02,PRODUCT_VIEW,WEB
E00584,C0036,2026-07-12,PAGE_VIEW,EMAIL
E00585,C0072,2026-04-01,PAGE_VIEW,WEB
E00586,C0070,2026-05-13,SEARCH,MOBILE
E00587,C0035,2026-07-05,LOGIN,EMAIL
E00588,C0032,2026-06-28,PAGE_VIEW,MOBILE
E00589,C0079,2026-05-16,SEARCH,MOBILE
E00590,C0007,2026-07-08,PAGE_VIEW,MOBILE
E00591,C0116,2026-02-19,PAGE_VIEW,WEB
E00592,C0050,2026-07-28,PAGE_VIEW,MOBILE
E00593,C0051,2026-06-26,SEARCH,EMAIL
E00594,C0081,2026-02-15,CART,EMAIL
E00595,C0046,2026-05-23,LOGIN,WEB
E00596,C0092,2026-02-20,SEARCH,WEB
E00597,C0119,2026-04-13,SEARCH,WEB
E00598,C0012,2026-02-13,CART,WEB
E00599,C0059,2026-05-23,CART,MOBILE
E00600,C0030,2026-06-14,PRODUCT_VIEW,EMAIL
